,short_name,age,club,overall,potential,wage_eur,player_positions,international_reputation,skill_moves,pace,shooting,passing,dribbling,defending,physic,log_wage,age2
4119,Fran Carbia,25,CF Reus Deportiu,70,75,6000,"CAM, RM, ST, LM",1,3,80.0,64.0,65.0,73.0,30.0,56.0,8.699514748210191,625
4120,R. Woods,23,Brentford,70,75,23000,"CDM, CM",1,3,78.0,60.0,69.0,73.0,63.0,73.0,10.043249494911286,529
4121,Rubén Sobrino,25,Deportivo Alavés,70,75,17000,"ST, LM",1,3,81.0,65.0,58.0,79.0,27.0,62.0,9.740968623038354,625
4122,J. Wurtz,25,VfL Bochum 1848,70,75,13000,"CAM, ST, RB",1,3,70.0,70.0,62.0,71.0,61.0,69.0,9.472704636443673,625
4123,K. Peterson,22,Heracles Almelo,70,75,8000,LW,1,3,77.0,66.0,63.0,77.0,30.0,57.0,8.987196820661973,484
4124,Willyan,23,Vitória de Setúbal,70,75,6000,"LM, CM, CAM, ST",1,3,79.0,64.0,64.0,76.0,50.0,47.0,8.699514748210191,529
4125,M. Heylen,23,SV Zulte-Waregem,70,75,9000,"CB, CDM",1,2,51.0,37.0,56.0,46.0,69.0,75.0,9.104979856318357,529
4126,R. Insigne,23,Parma,70,75,32000,"CAM, RW",1,3,81.0,62.0,68.0,70.0,24.0,49.0,10.373491181781864,529
4127,S. Gustafson,22,Roda JC Kerkrade,70,75,10000,"CAM, ST",1,3,70.0,70.0,67.0,70.0,45.0,68.0,9.210340371976184,484
4128,J. Abella,23,Santos Laguna,70,75,12000,RB,1,2,76.0,50.0,62.0,66.0,66.0,68.0,9.392661928770137,529
4129,S. Khaoui,22,ESTAC Troyes,70,75,17000,"CAM, RM",1,3,70.0,61.0,72.0,73.0,34.0,45.0,9.740968623038354,484
4130,T. Leibold,23,1. FC Nürnberg,70,75,8000,"LB, LM, CDM",1,3,85.0,57.0,65.0,72.0,64.0,68.0,8.987196820661973,529
4131,R. Gosens,22,Atalanta,70,75,15000,LB,1,2,70.0,62.0,63.0,69.0,68.0,71.0,9.615805480084347,484
4132,A. Tashaev,23,Dinamo Moscow,70,75,20000,LM,1,4,77.0,57.0,65.0,73.0,31.0,58.0,9.903487552536127,529
4133,Y. Namli,23,PEC Zwolle,70,75,7000,"RM, CM, CAM, LM",1,3,76.0,55.0,63.0,78.0,49.0,54.0,8.85366542803745,529
4134,Lucas Venuto,22,FK Austria Wien,70,75,14000,"RM, LM",1,3,89.0,63.0,60.0,76.0,37.0,50.0,9.546812608597396,484
4135,N. Ibáñez,22,Gimnasia y Esgrima La Plata,70,75,11000,ST,1,2,74.0,69.0,54.0,64.0,24.0,69.0,9.305650551780507,484
4136,M. Olivera,25,Fiorentina,70,75,32000,"LB, LM",1,2,71.0,58.0,63.0,72.0,67.0,67.0,10.373491181781864,625
4137,C. Zimmermann,24,Norwich City,70,75,20000,CB,1,2,58.0,33.0,42.0,43.0,70.0,80.0,9.903487552536127,576
4138,R. Dugalić,24,FC Tosno,70,75,13000,CB,1,2,49.0,48.0,52.0,39.0,69.0,80.0,9.472704636443673,576
4139,W. Rémy,26,Montpellier HSC,70,74,16000,"CB, RB",1,2,74.0,40.0,59.0,62.0,67.0,83.0,9.680344001221918,676
4140,A. Matthews,25,Sunderland,70,74,7000,RB,1,2,77.0,53.0,69.0,69.0,68.0,69.0,8.85366542803745,625
4141,I. Paurević,26,FC Ufa,70,74,18000,"CDM, CB, CM",1,2,50.0,56.0,61.0,57.0,69.0,75.0,9.798127036878302,676
4142,M. Vydra,25,Derby County,70,74,38000,"CF, CAM",1,3,82.0,69.0,63.0,70.0,29.0,62.0,10.545341438708522,625
4143,T. Darikwa,25,Nottingham Forest,70,74,18000,RB,1,3,90.0,48.0,59.0,68.0,63.0,76.0,9.798127036878302,625
4144,C. Christie,24,Middlesbrough,70,74,10000,RB,1,3,83.0,45.0,63.0,68.0,67.0,72.0,9.210340371976184,576
4145,M. Djuricin,24,Grasshopper Club Zürich,70,74,21000,ST,1,3,78.0,67.0,57.0,72.0,26.0,61.0,9.95227771670556,576
4146,S. Bryzgalov,24,FC Anzhi Makhachkala,70,74,13000,"CB, LB, CDM",1,2,73.0,42.0,57.0,56.0,69.0,68.0,9.472704636443673,576
4147,N. Dussenne,25,KAA Gent,70,74,9000,CB,1,2,34.0,33.0,46.0,44.0,71.0,72.0,9.104979856318357,625
4148,K. Kraus,24,1. FC Heidenheim 1846,70,74,11000,CB,1,2,49.0,39.0,44.0,42.0,69.0,76.0,9.305650551780507,576
4149,Muralha,24,Pohang Steelers,70,74,7000,"CDM, CM, CAM",1,3,72.0,67.0,66.0,73.0,68.0,75.0,8.85366542803745,576
4150,J. Drost,24,FC Groningen,70,74,8000,"RM, LM, CAM",1,3,75.0,64.0,65.0,70.0,47.0,67.0,8.987196820661973,576
4151,S. van de Streek,24,FC Utrecht,70,74,8000,"CM, CAM",1,2,70.0,73.0,65.0,69.0,57.0,64.0,8.987196820661973,576
4152,Y. Toutouh,24,FC København,70,74,13000,"LM, RM, CM",1,4,78.0,63.0,65.0,71.0,48.0,69.0,9.472704636443673,576
4153,M. Bauer,25,Rubin Kazan,70,74,25000,"RB, LB, RWB",1,2,81.0,46.0,64.0,68.0,66.0,64.0,10.126631103850338,625
4154,Luís Martins,25,Clube Sport Marítimo,70,74,7000,LB,1,2,70.0,61.0,69.0,68.0,67.0,62.0,8.85366542803745,625
4155,N. Thomsen,24,FC København,70,74,13000,"LM, RM",1,3,63.0,59.0,72.0,70.0,40.0,61.0,9.472704636443673,576
4156,M. Yattara,23,AJ Auxerre,70,74,7000,ST,1,3,80.0,67.0,57.0,68.0,25.0,69.0,8.85366542803745,529
4157,B. Behrendt,25,DSC Arminia Bielefeld,70,74,6000,"CB, CDM",1,2,66.0,54.0,58.0,38.0,69.0,75.0,8.699514748210191,625
4158,K. Larsen,24,FC Groningen,70,74,7000,CB,1,2,72.0,31.0,42.0,46.0,69.0,75.0,8.85366542803745,576
4159,L. Spendlhofer,24,SK Sturm Graz,70,74,12000,CB,1,2,76.0,50.0,57.0,48.0,68.0,80.0,9.392661928770137,576
4160,M. Saymak,24,PEC Zwolle,70,74,7000,"CAM, CM, RM",1,3,76.0,63.0,65.0,72.0,46.0,54.0,8.85366542803745,576
4161,M. Al Bassas,24,Al Ahli,70,74,23000,"RM, CAM, LM",1,4,83.0,64.0,63.0,71.0,48.0,70.0,10.043249494911286,576
4162,B. Idowu,25,Amkar Perm,70,74,14000,"LWB, LM, RM",1,2,89.0,41.0,54.0,64.0,65.0,70.0,9.546812608597396,625
4163,A. Rentería,24,Atlético Nacional,70,74,8000,"ST, LW",1,4,81.0,68.0,60.0,75.0,23.0,69.0,8.987196820661973,576
4164,Vinícius Araújo,24,Real Zaragoza,70,74,8000,ST,1,3,73.0,66.0,56.0,69.0,29.0,63.0,8.987196820661973,576
4165,P. Budkivskyi,25,KV Kortrijk,70,74,12000,ST,1,2,70.0,69.0,47.0,65.0,29.0,69.0,9.392661928770137,625
4166,M. Herrera,25,Club Atlético Lanús,70,74,11000,CB,1,2,68.0,48.0,62.0,61.0,69.0,71.0,9.305650551780507,625
4167,F. Ballas,24,SG Dynamo Dresden,70,74,9000,CB,1,2,31.0,32.0,45.0,41.0,70.0,72.0,9.104979856318357,576
4168,Paulinho,24,SC Braga,70,74,9000,ST,1,2,58.0,72.0,47.0,63.0,28.0,68.0,9.104979856318357,576
4169,I. Bubnjić,24,Udinese,70,74,15000,CB,1,2,50.0,28.0,38.0,47.0,72.0,71.0,9.615805480084347,576
4170,J. Hugill,25,Preston North End,70,74,12000,ST,1,3,79.0,66.0,50.0,65.0,34.0,87.0,9.392661928770137,625
4171,U. Vitas,24,KV Mechelen,70,74,9000,CB,1,2,34.0,43.0,67.0,41.0,71.0,74.0,9.104979856318357,576
4172,Eguaras,25,Real Zaragoza,70,74,8000,"CDM, CM, RM",1,2,60.0,59.0,71.0,65.0,65.0,75.0,8.987196820661973,625
4173,D. Kolovos,24,KV Mechelen,70,74,10000,"CAM, CF",1,3,74.0,68.0,66.0,73.0,28.0,59.0,9.210340371976184,576
4174,C. Yambéré,26,Dijon FCO,70,74,13000,"CB, CDM",1,2,58.0,31.0,48.0,54.0,70.0,73.0,9.472704636443673,676
4175,Andrei Girotto,25,FC Nantes,70,74,14000,CDM,1,2,67.0,61.0,63.0,66.0,72.0,65.0,9.546812608597396,625
4176,S. Aytaç,25,Antalyaspor,70,74,12000,"LB, CB",1,2,71.0,49.0,63.0,68.0,70.0,75.0,9.392661928770137,625
4177,H. Faik,25,Excelsior,70,74,8000,"CM, CDM",1,3,59.0,69.0,74.0,68.0,59.0,66.0,8.987196820661973,625
4178,L. Freeman,25,Queens Park Rangers,70,73,20000,"CAM, CM, RM",1,3,78.0,59.0,69.0,72.0,45.0,61.0,9.903487552536127,625
4179,A. Borysiuk,25,Queens Park Rangers,70,73,18000,"CDM, CM",1,2,66.0,61.0,65.0,67.0,65.0,71.0,9.798127036878302,625
4180,J. Fleck,25,Sheffield United,70,73,28000,"CM, CDM",1,3,72.0,64.0,70.0,70.0,61.0,75.0,10.239959789157341,625
4181,L. Cooper,25,Leeds United,70,73,21000,CB,1,2,54.0,35.0,53.0,57.0,69.0,72.0,9.95227771670556,625
4182,B. Salamon,26,SPAL,70,73,30000,"CB, CDM",1,2,50.0,46.0,58.0,60.0,69.0,73.0,10.308952660644293,676
4183,G. Gardner,25,Barnsley,70,73,24000,"CM, CDM",1,3,53.0,69.0,71.0,65.0,62.0,71.0,10.085809109330082,625
4184,R. Sawyers,25,Brentford,70,73,29000,"CAM, CM, CF",1,4,69.0,63.0,67.0,72.0,37.0,61.0,10.275051108968611,625
4185,J. Hunt,26,Sheffield Wednesday,70,73,33000,RB,1,3,85.0,50.0,59.0,70.0,67.0,67.0,10.404262840448617,676
4186,K. Long,26,Burnley,70,73,32000,CB,1,2,63.0,35.0,43.0,52.0,70.0,76.0,10.373491181781864,676
4187,J. Ahlmann,26,Aalborg BK,70,73,10000,LB,1,2,73.0,48.0,67.0,67.0,67.0,66.0,9.210340371976184,676
4188,N. Giannetti,26,Cagliari,70,73,35000,"ST, LW",1,3,82.0,65.0,59.0,70.0,22.0,63.0,10.46310334047155,676
4189,S. Winnall,26,Derby County,70,73,40000,ST,1,2,78.0,69.0,48.0,67.0,24.0,63.0,10.596634733096073,676
4190,M. Faraoni,25,Crotone,70,73,9000,"RB, RM",1,3,72.0,58.0,69.0,70.0,65.0,73.0,9.104979856318357,625
4191,L. Owona,26,UD Almería,70,73,7000,CB,1,2,69.0,47.0,53.0,41.0,71.0,70.0,8.85366542803745,676
4192,M. Pack,26,Bristol City,70,73,30000,"CM, CDM",1,2,61.0,58.0,70.0,65.0,65.0,76.0,10.308952660644293,676
4193,Angel Martínez,26,Real Zaragoza,70,73,8000,LB,1,2,74.0,50.0,59.0,57.0,67.0,77.0,8.987196820661973,676
4194,Y. de Lanlay,25,Rosenborg BK,70,73,7000,"LW, RW",1,4,86.0,64.0,65.0,73.0,44.0,62.0,8.85366542803745,625
4195,J. Zárate,25,Monarcas Morelia,70,73,8000,"LM, RM",1,2,86.0,61.0,64.0,73.0,38.0,52.0,8.987196820661973,625
4196,Ilie Sánchez,26,Sporting Kansas City,70,73,7000,"CM, CDM",1,2,60.0,47.0,66.0,69.0,65.0,72.0,8.85366542803745,676
4197,A. Khalili,25,Gençlerbirliği SK,70,73,13000,"CM, CAM, CDM",1,3,71.0,66.0,69.0,72.0,65.0,64.0,9.472704636443673,625
4198,Esmael,26,Heart of Midlothian,70,73,8000,ST,1,3,73.0,67.0,59.0,70.0,24.0,76.0,8.987196820661973,676
4199,A. Bangoura,25,Rayo Vallecano,70,73,8000,"RM, LM, CAM",1,4,85.0,61.0,62.0,76.0,25.0,60.0,8.987196820661973,625
4200,C. Dibon,26,SK Rapid Wien,70,73,15000,"CB, CDM",1,2,69.0,33.0,49.0,51.0,69.0,73.0,9.615805480084347,676
4201,Cristian Herrera,26,CD Lugo,70,73,8000,ST,1,3,67.0,68.0,60.0,68.0,36.0,73.0,8.987196820661973,676
4202,E. Salli,24,1. FC Nürnberg,70,73,9000,"LM, RM, ST",1,4,92.0,65.0,60.0,75.0,29.0,64.0,9.104979856318357,576
4203,Felipe,26,New York Red Bulls,70,73,7000,"CM, CDM",1,3,68.0,64.0,69.0,70.0,61.0,67.0,8.85366542803745,676
4204,Chuli,26,Getafe CF,70,73,17000,"ST, RM, LM",1,2,78.0,67.0,62.0,72.0,34.0,59.0,9.740968623038354,676
4205,A. Yiadom,25,Barnsley,70,73,8000,"LB, RB, RM",1,3,84.0,54.0,58.0,70.0,66.0,63.0,8.987196820661973,625
4206,D. Blum,26,Eintracht Frankfurt,70,73,21000,"ST, RM, LM",1,3,87.0,69.0,61.0,75.0,30.0,61.0,9.95227771670556,676
4207,Y. Musavu-King,25,FC St. Gallen,70,73,16000,CB,1,2,51.0,36.0,48.0,53.0,71.0,72.0,9.680344001221918,625
4208,M. Fofana,25,Atiker Konyaspor,70,73,13000,LM,1,4,89.0,64.0,61.0,75.0,20.0,57.0,9.472704636443673,625
4209,P. Heise,26,SG Dynamo Dresden,70,73,10000,LB,1,2,79.0,55.0,64.0,65.0,64.0,73.0,9.210340371976184,676
4210,J. Mojica,24,Girona FC,70,73,8000,"LM, LWB, LB",1,3,91.0,61.0,67.0,70.0,62.0,71.0,8.987196820661973,576
4211,F. Muñoz,25,Club Atlético Temperley,70,73,8000,"RM, ST",1,3,87.0,66.0,59.0,73.0,31.0,67.0,8.987196820661973,625
4212,D. Djené,25,Getafe CF,70,73,14000,"CB, RB",1,2,79.0,37.0,50.0,54.0,69.0,75.0,9.546812608597396,625
4213,F. Mladenović,25,Standard de Liège,70,73,10000,LB,1,2,74.0,52.0,61.0,67.0,67.0,59.0,9.210340371976184,625
4214,E. Oztumer,26,Walsall,70,73,8000,"CAM, CF",1,3,78.0,65.0,66.0,73.0,19.0,49.0,8.987196820661973,676
4215,S. Ay,25,Atiker Konyaspor,70,73,12000,CB,1,2,66.0,42.0,50.0,48.0,69.0,76.0,9.392661928770137,625
4216,N. Sánchez,25,Godoy Cruz,70,73,10000,"LM, CAM",1,3,76.0,58.0,70.0,69.0,44.0,63.0,9.210340371976184,625
4217,Señé,25,Cultural Leonesa,70,73,7000,"RM, CAM, LM, CM",1,3,67.0,63.0,71.0,69.0,49.0,52.0,8.85366542803745,625
4218,S. Doi,25,Kashima Antlers,70,73,9000,"LM, ST",1,4,68.0,65.0,68.0,72.0,43.0,48.0,9.104979856318357,625
4219,Garrido,27,Cádiz CF,70,73,6000,CDM,1,2,45.0,43.0,58.0,51.0,65.0,86.0,8.699514748210191,729
4220,S. Breitkreuz,25,Eintracht Braunschweig,70,73,15000,CB,1,2,64.0,56.0,46.0,53.0,68.0,73.0,9.615805480084347,625
4221,K. Rezaei,25,Sporting de Charleroi,70,73,12000,ST,1,2,67.0,70.0,60.0,62.0,21.0,68.0,9.392661928770137,625
4222,M. Diskerud,26,IFK Göteborg,70,72,6000,"CM, RM",1,3,68.0,64.0,69.0,69.0,56.0,68.0,8.699514748210191,676
4223,F. Ojo,25,Scunthorpe United,70,72,9000,"CM, CDM",1,3,70.0,64.0,69.0,68.0,58.0,69.0,9.104979856318357,625
4224,J. Mutch,25,Crystal Palace,70,72,33000,"CM, CAM",1,2,64.0,67.0,69.0,68.0,63.0,71.0,10.404262840448617,625
4225,D. Guidileye,27,Gençlerbirliği SK,70,72,12000,"CDM, CM",1,2,69.0,35.0,60.0,59.0,66.0,77.0,9.392661928770137,729
4226,A. Budimir,25,Crotone,70,72,24000,ST,2,2,61.0,71.0,45.0,64.0,31.0,68.0,10.085809109330082,625
4227,Z. Touré,27,FC Lorient,70,72,6000,CB,1,2,72.0,24.0,46.0,46.0,68.0,79.0,8.699514748210191,729
4228,U. Dávila,26,Santos Laguna,70,72,16000,"CAM, LM",1,3,76.0,69.0,66.0,76.0,33.0,58.0,9.680344001221918,676
4229,S. Strandberg,26,FC Krasnodar,70,72,25000,CB,1,2,67.0,43.0,52.0,58.0,69.0,74.0,10.126631103850338,676
4230,L. Rodríguez,26,Tigres U.A.N.L.,70,72,35000,"RB, RM",1,3,85.0,60.0,67.0,71.0,63.0,65.0,10.46310334047155,676
4231,G. Grigalava,27,Arsenal Tula,70,72,18000,"CB, LB",1,2,63.0,35.0,56.0,51.0,69.0,78.0,9.798127036878302,729
4232,Javi Ros,27,Real Zaragoza,70,72,8000,"CDM, CM",1,3,72.0,61.0,69.0,66.0,62.0,72.0,8.987196820661973,729
4233,D. Davis,26,Birmingham City,70,72,21000,"CM, RM, CDM, LM",1,2,77.0,66.0,66.0,70.0,68.0,83.0,9.95227771670556,676
4234,Gabriel Silva,26,AS Saint-Étienne,70,72,21000,"LB, LM, LWB",1,2,76.0,59.0,70.0,68.0,63.0,66.0,9.95227771670556,676
4235,M. Nelom,26,Feyenoord,70,72,10000,LB,1,3,77.0,58.0,68.0,72.0,66.0,67.0,9.210340371976184,676
4236,I. Conté,26,KV Oostende,70,72,12000,"CAM, RM, LM",1,4,81.0,54.0,64.0,78.0,41.0,56.0,9.392661928770137,676
4237,P. Wszołek,25,Queens Park Rangers,70,72,21000,"RW, RM, RWB",1,3,77.0,59.0,69.0,72.0,39.0,73.0,9.95227771670556,625
4238,S. Marzo,26,Sporting Lokeren,70,72,10000,RB,1,2,72.0,29.0,58.0,65.0,69.0,71.0,9.210340371976184,676
4239,G. Hall,25,Queens Park Rangers,70,72,18000,CB,1,2,62.0,39.0,47.0,46.0,71.0,73.0,9.798127036878302,625
4240,Y. Croizet,25,KV Mechelen,70,72,11000,"RM, CAM, ST",1,3,77.0,69.0,66.0,73.0,36.0,63.0,9.305650551780507,625
4241,S. Dursun,25,SpVgg Greuther Fürth,70,72,10000,ST,1,3,61.0,69.0,52.0,65.0,29.0,74.0,9.210340371976184,625
4242,N. Bitton,25,Celtic,70,72,30000,"CDM, CB",1,3,59.0,50.0,63.0,65.0,69.0,73.0,10.308952660644293,625
4243,R. Bezus,26,Sint-Truidense VV,70,72,10000,CAM,1,3,66.0,65.0,65.0,71.0,40.0,59.0,9.210340371976184,676
4244,S. Thesker,26,FC Twente,70,72,8000,"CB, LB",1,2,43.0,37.0,55.0,57.0,69.0,75.0,8.987196820661973,676
4245,L. Sadiku,25,Kasimpaşa SK,70,72,10000,"CDM, CB",1,2,55.0,58.0,60.0,61.0,69.0,66.0,9.210340371976184,625
4246,J. Iloki,25,FC Nantes,70,72,16000,"RM, RW",1,3,80.0,60.0,63.0,73.0,30.0,45.0,9.680344001221918,625
4247,Bruno Nascimento,26,CD Feirense,70,72,7000,CB,1,2,63.0,37.0,46.0,55.0,68.0,75.0,8.85366542803745,676
4248,W. Bakhashwain,27,Al Ahli,70,72,24000,"CDM, CM, CB",1,3,72.0,45.0,57.0,71.0,68.0,78.0,10.085809109330082,729
4249,M. Hefele,26,Huddersfield Town,70,72,29000,CB,1,2,52.0,44.0,54.0,48.0,68.0,78.0,10.275051108968611,676
4250,J. Velázquez,26,Cruz Azul,70,72,19000,CB,1,2,66.0,43.0,47.0,53.0,71.0,71.0,9.852194258148577,676
4251,Q. Moll,26,Eintracht Braunschweig,70,72,16000,"CDM, CM",1,2,61.0,46.0,66.0,62.0,68.0,67.0,9.680344001221918,676
4252,S. Willems,26,Sporting de Charleroi,70,72,10000,"CB, LB",1,2,71.0,44.0,59.0,58.0,71.0,67.0,9.210340371976184,676
4253,G. Mera,27,Club Brugge KV,70,72,15000,CB,1,2,49.0,26.0,39.0,42.0,71.0,80.0,9.615805480084347,729
4254,L. Desábato,27,Vélez Sarsfield,70,72,10000,CDM,1,2,69.0,52.0,65.0,67.0,67.0,74.0,9.210340371976184,729
4255,G. Oboabona,26,Al Ahli,70,72,24000,CB,1,2,72.0,38.0,51.0,57.0,68.0,77.0,10.085809109330082,676
4256,S. Dursun,25,Antalyaspor,70,72,12000,"CB, RB",1,2,66.0,39.0,54.0,56.0,69.0,79.0,9.392661928770137,625
4257,J. Ba Jandouh,24,Al Ittihad,70,72,20000,"CDM, CM",1,2,52.0,60.0,69.0,64.0,64.0,74.0,9.903487552536127,576
4258,D. Villalpando,25,Club Necaxa,70,72,20000,"CAM, CM",1,3,73.0,64.0,69.0,70.0,50.0,69.0,9.903487552536127,625
4259,Tiago Mesquita,26,Boavista FC,70,72,6000,RB,1,2,68.0,42.0,49.0,67.0,69.0,77.0,8.699514748210191,676
4260,Rodrigo Pinho,26,Clube Sport Marítimo,70,72,8000,ST,1,2,62.0,69.0,56.0,71.0,21.0,65.0,8.987196820661973,676
4261,A. Mlinar Delamea,26,New England Revolution,70,72,6000,CB,1,2,64.0,32.0,45.0,45.0,70.0,72.0,8.699514748210191,676
4262,M. Fouzair,25,Al Nassr,70,72,25000,"RM, LM",1,3,83.0,51.0,65.0,71.0,27.0,58.0,10.126631103850338,625
4263,N. Viola,27,Benevento,70,71,20000,"CM, CDM",1,3,69.0,60.0,72.0,67.0,57.0,69.0,9.903487552536127,729
4264,K. LuaLua,26,Queens Park Rangers,70,71,31000,"LM, LW",1,4,88.0,69.0,63.0,71.0,33.0,68.0,10.341742483467284,676
4265,J. Berget,26,Malmö FF,70,71,6000,ST,1,2,80.0,70.0,65.0,65.0,45.0,74.0,8.699514748210191,676
4266,J. Villafaña,27,Santos Laguna,70,71,14000,LB,1,2,77.0,58.0,66.0,67.0,66.0,63.0,9.546812608597396,729
4267,A. Konradsen,26,Rosenborg BK,70,71,6000,"CM, CDM",1,3,68.0,66.0,66.0,66.0,65.0,79.0,8.699514748210191,676
4268,G. Corral,26,Querétaro,70,71,8000,RB,1,2,75.0,55.0,63.0,64.0,68.0,67.0,8.987196820661973,676
4269,E. Rivière,27,FC Metz,70,71,12000,ST,1,2,71.0,67.0,58.0,69.0,38.0,67.0,9.392661928770137,729
4270,Paulo Miranda,28,FC Red Bull Salzburg,70,71,21000,"CB, RB",1,2,57.0,47.0,58.0,57.0,69.0,77.0,9.95227771670556,784
4271,M. D'Alessandro,26,Benevento,70,71,19000,"RM, RW",1,3,89.0,61.0,62.0,74.0,24.0,53.0,9.852194258148577,676
4272,R. Krhin,27,FC Nantes,70,71,7000,"CDM, CM",1,2,40.0,54.0,65.0,61.0,68.0,69.0,8.85366542803745,729
4273,E. Trejo,27,Querétaro,70,71,9000,CM,1,3,79.0,64.0,68.0,73.0,61.0,61.0,9.104979856318357,729
4274,C. Mavinga,26,Toronto FC,70,71,6000,"CB, LB",1,3,81.0,39.0,63.0,67.0,67.0,75.0,8.699514748210191,676
4275,K. Leerdam,27,Seattle Sounders FC,70,71,6000,"RB, LB, CM",1,2,76.0,57.0,65.0,67.0,67.0,73.0,8.699514748210191,729
4276,D. Fabbrini,26,Real Oviedo,70,71,21000,"CAM, CF",1,4,74.0,62.0,67.0,75.0,28.0,54.0,9.95227771670556,676
4277,G. Grozav,26,Kardemir Karabükspor,70,71,11000,"LM, CAM, LW",1,3,78.0,68.0,65.0,71.0,33.0,68.0,9.305650551780507,676
4278,G. Garza,25,Atlanta United,70,71,14000,LB,1,3,69.0,53.0,65.0,68.0,69.0,73.0,9.546812608597396,625
4279,Rodri,27,Cultural Leonesa,70,71,7000,ST,1,3,79.0,68.0,54.0,72.0,21.0,69.0,8.85366542803745,729
4280,J. Mensah,26,Columbus Crew SC,70,71,6000,CB,2,2,68.0,46.0,55.0,48.0,68.0,77.0,8.699514748210191,676
4281,M. Wittek,28,1. FC Heidenheim 1846,70,71,13000,"CB, CDM",1,2,62.0,43.0,39.0,43.0,69.0,76.0,9.472704636443673,784
4282,A. Sepúlveda,26,Monarcas Morelia,70,71,9000,"RM, LM",1,2,79.0,66.0,65.0,67.0,39.0,71.0,9.104979856318357,676
4283,H. Mier,27,Querétaro,70,71,32000,"CB, RB",1,2,68.0,43.0,56.0,59.0,70.0,70.0,10.373491181781864,729
4284,S. Aydoğdu,26,Akhisar Belediyespor,70,71,13000,"CAM, CM, CDM",1,3,67.0,64.0,70.0,74.0,58.0,59.0,9.472704636443673,676
4285,M. Kucharczyk,26,Legia Warszawa,70,71,8000,LM,1,3,89.0,64.0,61.0,70.0,36.0,72.0,8.987196820661973,676
4286,Fernández,27,Córdoba CF,70,71,8000,RB,1,2,89.0,40.0,57.0,64.0,62.0,64.0,8.987196820661973,729
4287,Q. Martinus,26,Yokohama F. Marinos,70,71,8000,"RM, LM",1,3,88.0,63.0,67.0,68.0,40.0,67.0,8.987196820661973,676
4288,P. Diamanka,27,CD Numancia,70,71,8000,"CM, CDM, CAM",1,2,75.0,65.0,62.0,65.0,66.0,77.0,8.987196820661973,729
4289,Dani Nieto,26,CD Numancia,70,71,8000,"RM, LM, ST, CAM",1,2,85.0,62.0,64.0,72.0,23.0,54.0,8.987196820661973,676
4290,Y. Yotún,27,Orlando City SC,70,71,7000,"CM, LM, LB, CAM",1,3,66.0,52.0,73.0,69.0,61.0,67.0,8.85366542803745,729
4291,V. Sané,27,AJ Auxerre,70,71,12000,CB,1,2,66.0,47.0,54.0,56.0,68.0,77.0,9.392661928770137,729
4292,J. Walker,24,Heart of Midlothian,70,71,6000,"RM, LM, CAM",1,3,85.0,63.0,63.0,72.0,41.0,62.0,8.699514748210191,576
4293,S. Badji,27,Kayserispor,70,71,15000,"CDM, CM, RB",1,2,67.0,55.0,59.0,56.0,71.0,78.0,9.615805480084347,729
4294,R. Zozulya,27,Albacete BP,70,71,8000,ST,1,3,79.0,65.0,56.0,64.0,36.0,73.0,8.987196820661973,729
4295,R. Filippi,28,Tours FC,70,71,6000,CB,1,2,33.0,29.0,45.0,37.0,69.0,79.0,8.699514748210191,784
4296,C. Kouakou,26,Stade Malherbe Caen,70,71,18000,"ST, LM",1,3,87.0,68.0,60.0,71.0,29.0,69.0,9.798127036878302,676
4297,R. Czichos,27,Holstein Kiel,70,71,9000,"CB, LB",1,2,65.0,47.0,55.0,60.0,68.0,77.0,9.104979856318357,729
4298,U. Matić,27,FC København,70,71,15000,"CM, CDM",1,3,67.0,64.0,66.0,69.0,60.0,77.0,9.615805480084347,729
4299,S. Birnbaum,26,DC United,70,71,6000,CB,1,2,52.0,31.0,44.0,51.0,68.0,76.0,8.699514748210191,676
4300,S. Popov,26,Kasimpaşa SK,70,71,10000,RB,1,2,72.0,61.0,63.0,65.0,70.0,69.0,9.210340371976184,676
4301,G. Toledo,27,Club Atlético Colón,70,71,14000,RB,1,3,81.0,47.0,61.0,70.0,64.0,65.0,9.546812608597396,729
4302,E. Aguilera,28,Club Tijuana,70,71,15000,CB,1,2,56.0,48.0,52.0,53.0,70.0,73.0,9.615805480084347,784
4303,R. García Guerreño,27,Club Atlético Lanús,70,71,11000,CB,1,2,54.0,36.0,45.0,45.0,71.0,72.0,9.305650551780507,729
4304,M. Escudero,28,San Martín de San Juan,70,71,8000,CB,1,2,64.0,23.0,39.0,43.0,71.0,67.0,8.987196820661973,784
4305,Y. Komai,25,Urawa Red Diamonds,70,71,9000,"RM, CM",1,3,80.0,63.0,63.0,73.0,30.0,56.0,9.104979856318357,625
4306,Salvi,26,Cádiz CF,70,71,7000,"RM, LM",1,3,87.0,63.0,66.0,69.0,36.0,53.0,8.85366542803745,676
4307,E. Karaca,27,Alanyaspor,70,71,11000,"CAM, CDM, CM, RM",1,3,83.0,58.0,66.0,74.0,42.0,43.0,9.305650551780507,729
4308,Carlos López,27,Wisła Kraków,70,71,7000,"ST, CAM",1,3,84.0,70.0,65.0,72.0,23.0,65.0,8.85366542803745,729
4309,R. Rezaeian,27,KV Oostende,70,71,11000,"RB, RM",1,2,73.0,62.0,71.0,66.0,66.0,72.0,9.305650551780507,729
